epoch,train_loss,val_loss,val_f1_background,val_f1_building,val_f1_road,val_f1_flooded,lr,seconds
31,0.015606001019477844,0.009447872638702393,0.9996777522491205,0.9980541740983108,0.996262985274134,0.9889118597497343,0.0002967221401100708,24.78
32,0.00977089504400889,0.009028951327006022,0.9996606531273443,0.9983790810061078,0.9943999104734438,0.991002014314256,0.0002870318186463901,24.39
33,0.012730449438095093,0.006820519765218099,0.999704740822431,0.9986874467337453,0.9959965029834589,0.9873265842596691,0.0002713525491562421,24.15
34,0.00787496566772461,0.007422010103861491,0.9997604430935487,0.9987904421391066,0.9957841512720326,0.9933500743862714,0.00025036959095382875,24.29
35,0.026251887281735737,0.006938358147939046,0.999684890011696,0.9987237668496792,0.993854525950061,0.99362544096928,0.00022500000000000002,24.23
36,0.0064915865659713745,0.0075110991795857745,0.99970622682015,0.9988598823665958,0.9949043408158306,0.9924150340493963,0.00019635254915624213,24.44
37,0.024183015028635662,0.006416539351145427,0.9998031376811157,0.9988638924224659,0.9970159781884246,0.9938341448693541,0.00016567926949014806,24.52
38,0.024726490179697674,0.006730079650878906,0.9998037330696298,0.9988438266720551,0.9971091670957825,0.9931509608223493,0.00013432073050985205,24.19
39,0.009213124712308248,0.0068163275718688965,0.9996942199123966,0.9982929816474888,0.9957132973871419,0.9913233878998936,0.00010364745084375793,24.33
40,0.025740121801694233,0.007681806882222493,0.9997213085232816,0.9986312880610954,0.9962063424563686,0.989693825382017,7.500000000000006e-05,24.01
41,0.025786668062210083,0.0069028933842976885,0.9997845598869971,0.9988146654328913,0.9969923147600266,0.9922828208229922,4.963040904617133e-05,24.57
42,0.02473197877407074,0.006739795207977295,0.999790999165909,0.9988677679009547,0.9968985438028787,0.9928894941199479,2.8647450843757904e-05,23.92
43,0.011158724625905355,0.006801982720692952,0.9997597222655058,0.9988229158670272,0.9962686616971848,0.9927252747355202,1.2968181353609857e-05,23.91
44,0.02733650803565979,0.006849229335784912,0.9997625602009516,0.9987909978277218,0.9963340995629588,0.9924438924415396,3.2778598899291478e-06,24.0
45,0.005557194352149963,0.006763458251953125,0.999774660672319,0.9988010973005778,0.996620288351738,0.9923505405585477,0.0,23.9
